rank,ID,name,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
887,148951,tiny-epic-kingdoms,Action Point Allowance System|Area Control / Area Influence|Area Movement|Auction/Bidding|Take That|Variable Phase Order|Variable Player Powers|Worker Placement,4X games|Crowdfunding: Giochistarter|Crowdfunding: Kickstarter|Tiny Epic,Bluffing|Civilization|Fantasy|Fighting|Medieval|Print & Play,4724,6.71148,6.47131,10917,0|1|24,6|18|13,3|30|3,26|9|3,NA,0|0|0|0|0|4|12|2|0,1|12|4|1|0,0,2
888,29937,konig-von-siam,Area Control / Area Influence|Hand Management|Partnerships,Admin: Better Description Needed!|Asian Theme|Country: Thailand,Political,1949,6.93046,6.47053,1639,0|0|36,15|35|12,55|12|1,18|27|11,0|0|32,0|0|0|0|1|0|2|5|0,16|1|0|0|0,0,2
889,35435,nefertiti,Auction/Bidding|Set Collection,Admin: Better Description Needed!|Country: Egypt|Nefertiti,Ancient,1720,7.00784,6.47029,1756,0|0|5,0|2|8,5|11|3,21|6|0,0|1|6,0|0|0|0|0|2|3|1|0,11|0|1|0|0,0,2
890,195421,near-and-far,Card Drafting|Dice Rolling|Route/Network Building|Set Collection|Storytelling|Variable Player Powers|Worker Placement,Admin: Unreleased Games|Arzium Setting|Crowdfunding: Kickstarter,Adventure|Exploration,537,8.29587,6.46842,2321,0|0|11,5|10|1,9|6|0,6|10|0,0|0|9,0|0|0|0|0|1|3|1|0,0|0|1|2|1,0,2
891,168998,marvel-dice-masters-age-ultron,Deck / Pool Building|Dice Rolling|Variable Player Powers,CDGs (Collectible Dice Games)|Comics: Marvel Universe|Dice Masters|Quarriors Pool Building system,Collectible Components|Comic Book / Strip|Dice|Fighting,887,7.54505,6.46644,2564,0|0|4,4|0|0,NA,NA,NA,0|0|0|0|0|0|1|2|0,0|0|4|0|0,0,2
892,107255,evo-second-edition,Area Movement|Auction/Bidding|Variable Player Powers,Evolution,Prehistoric|Science Fiction,1810,6.99389,6.46635,1947,0|0|18,0|3|23,5|22|2,27|7|0,NA,0|0|0|0|0|2|8|2|0,0|2|9|0|0,0,2
893,200954,fields-green,Card Drafting|Simultaneous Action Selection|Tile Placement|Variable Phase Order,Crowdfunding: Kickstarter,Card Game|City Building|Farming,987,7.40867,6.46626,2062,0|2|6,9|10|0,5|11|0,6|9|2,0|0|6,0|0|0|0|1|1|4|1|1,0|0|1|0|0,0,2
894,182340,star-trek-frontiers,Co-operative Play|Deck / Pool Building|Modular Board|Tile Placement|Variable Player Powers,Solitaire Games|Star Trek,Movies / TV / Radio theme|Science Fiction|Space Exploration,663,8.00982,6.46549,2066,15|5|0,7|12|0,2|8|3,0|3|13,0|0|13,0|0|0|0|0|0|1|1|2,0|0|1|0|0,0,4
895,31497,oregon,Area Control / Area Influence|Tile Placement,Admin: Better Description Needed!|Country: USA,American West,2886,6.78374,6.46543,2686,1|1|37,23|32|9,28|30|1,21|33|5,0|1|24,0|0|0|0|0|5|8|4|0,20|0|0|0|0,0,2
896,158900,samurai-spirit,Co-operative Play|Partnerships|Variable Player Powers,Asian Theme|Country: Japan|Samurai,Fighting,2749,6.82651,6.4649,4830,4|18|3,2|15|15,7|14|4,7|19|1,NA,0|0|0|0|0|3|4|3|0,11|0|0|0|0,0,2
897,203420,exit-game-abandoned-cabin,Co-operative Play,Escape Room Games|EXIT: Das Spiel,Deduction,644,7.95405,6.46412,1660,1|10|5,12|7|0,13|6|0,5|11|3,NA,0|0|0|0|0|0|0|0|2,0|0|0|1|1,0,2
898,84,rommel-desert,Dice Rolling|Secret Unit Deployment,Block wargames|Desert Theme,Wargame|World War II,881,7.53884,6.46368,1839,0|1|11,14|0|0,NA,NA,NA,0|0|0|0|0|0|0|1|2,4|3|1|0|0,0,3
899,42124,dungeon-twister-2-prison,Action Point Allowance System|Grid Movement|Hand Management|Modular Board|Secret Unit Deployment|Tile Placement|Variable Player Powers,Dungeon Twister|Solitaire Games,Adventure|Exploration|Fantasy|Fighting|Maze,1059,7.36633,6.46349,2225,8|12|2,22|4|0,NA,NA,NA,0|0|0|0|0|1|1|2|1,3|4|3|1|0,0,3
900,172381,my-village,Card Drafting|Dice Rolling|Worker Placement,Admin: Better Description Needed!|Village,City Building|Dice,1361,7.13998,6.46327,2333,0|0|7,8|5|0,3|8|1,0|6|10,0|0|7,0|0|0|0|0|0|3|1|0,6|1|1|0|0,0,3
901,104955,antike-duellum,Area Control / Area Influence|Area Movement|Hand Management,Ancient Rome|Antike|Country: Greece|Rondel Series,Ancient|Civilization|Fighting|Nautical|Territory Building,1249,7.20577,6.46282,1830,0|0|18,22|1|0,NA,NA,NA,0|0|0|0|0|0|3|5|1,1|7|6|0|0,0,2
902,149155,dead-mans-draw,Press Your Luck,Crowdfunding: Kickstarter,Card Game|Pirates,2530,6.87145,6.46045,4519,0|0|26,10|19|4,9|20|0,12|18|1,0|2|20,0|0|1|1|3|4|2|0|0,10|1|0|0|0,0,1
903,2393,xiangqi,Grid Movement,Chess Games|Combinatorial|Country: China,Abstract Strategy,1507,7.16961,6.46024,2326,0|0|10,16|0|0,NA,NA,NA,0|0|0|2|3|3|2|0|0,6|6|0|0|0,0,3
904,131325,timeline-diversity,"",Timeline|Visual Arts: Painting,Card Game|Educational|Trivia,2462,6.85432,6.46014,5060,0|0|6,1|3|4,2|2|3,3|3|1,NA,0|0|0|0|0|0|0|2|0,0|5|0|0|0,0,1
905,34887,revolution,Area Control / Area Influence|Auction/Bidding|Simultaneous Action Selection,"",Bluffing|Deduction|Political,3521,6.74541,6.4571,4155,0|0|22,1|1|19,9|21|4,36|6|0,0|0|14,0|0|0|0|0|4|7|0|0,0|14|1|0|0,0,2
906,37358,founding-fathers,Area Control / Area Influence|Campaign / Battle Card Driven|Card Drafting|Hand Management|Set Collection|Simulation|Voting,Country: USA|Holidays:  4th of July,Political,1557,7.02536,6.45692,1721,0|1|16,1|3|14,10|14|2,17|10|0,NA,0|0|0|0|0|0|1|6|4,0|1|2|9|2,0,2
907,39339,android,Action Point Allowance System|Hand Management|Variable Player Powers,Android|Cyberpunk,Murder/Mystery|Science Fiction,3329,6.75172,6.45658,5434,0|0|70,12|47|35,75|40|3,35|60|15,NA,0|0|0|0|0|1|0|9|15,0|0|0|57|21,0,3
908,175223,valley-kings-afterlife,Card Drafting|Deck / Pool Building|Hand Management,AEG: Pocket Game|Country: Egypt,Ancient|Card Game,910,7.47123,6.45549,2395,1|4|9,13|3|1,3|12|1,2|11|2,0|1|8,0|0|0|0|0|0|2|3|0,0|1|4|0|0,0,2
909,620,we-people,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Hand Management|Point to Point Movement|Variable Player Powers,Country: USA|Holidays:  4th of July|Smithsonian Institute Series,Age of Reason|American Revolutionary War|Wargame,1059,7.33116,6.45472,1538,0|1|4,10|0|0,NA,NA,NA,0|0|0|0|0|0|1|1|0,0|0|1|2|0,0,2
910,143185,smash-obligatory-cthulhu-set,Area Control / Area Influence|Hand Management|Take That|Variable Player Powers,Cthulhu Mythos|Smash Up,Card Game|Fantasy|Horror|Humor|Mythology,2563,6.84748,6.45453,7924,0|0|5,4|4|2,NA,NA,NA,0|0|0|0|0|0|1|2|1,0|0|5|1|0,0,2
911,111417,great-heartland-hauling-co,Hand Management|Modular Board|Pick-up and Deliver,Crowdfunding: Kickstarter,Transportation,1693,7.00581,6.45363,2862,0|0|10,12|6|1,12|8|0,6|11|1,0|1|9,0|0|0|0|2|4|5|0|0,10|0|0|0|0,0,1
912,14254,pitchcar-mini,"",Finger Flicking Games|PitchCar|Sports: Auto Racing,Action / Dexterity|Racing,1719,6.98281,6.4531,1893,0|2|14,2|12|7,4|13|3,12|9|0,NA,0|1|2|10|3|0|0|0|0,12|0|0|0|0,0,1
913,131111,codex-card-time-strategy-deluxe-set,Deck / Pool Building|Hand Management|Secret Unit Deployment|Variable Player Powers,Crowdfunding: Kickstarter|Fantasy Strike,Card Game|Fantasy|Fighting|Video Game Theme,568,8.44364,6.45299,842,0|1|12,24|1|0,0|12|5,0|14|2,NA,0|0|0|0|0|0|1|5|1,0|0|2|12|0,0,3
914,138233,ascension-rise-vigil,Card Drafting|Deck / Pool Building|Hand Management,Ascension Deck Building Game|Solitaire Games,Card Game|Fantasy,1246,7.23975,6.45298,2420,0|2|6,8|2|0,2|7|1,1|5|3,0|0|8,0|0|0|0|0|0|2|1|1,0|0|3|1|0,0,2
915,36522,2-de-mayo,Area Movement|Hand Management|Paper-and-Pencil|Simulation|Simultaneous Action Selection,Cities: Madrid (Spain)|Country: Spain|Gryphon Two-Player Games series,Napoleonic|Wargame,1753,6.97815,6.45291,2379,0|0|27,38|1|0,NA,NA,NA,0|0|0|0|0|1|5|8|2,0|10|10|1|0,0,2
916,71906,castaways,Dice Rolling|Press Your Luck|Time Track|Variable Player Powers|Worker Placement,Country: Spain|Solitaire Games,Adventure|Negotiation,1436,7.13422,6.45256,2210,5|29|8,5|35|7,13|25|2,34|13|1,1|1|15,0|0|0|0|0|1|6|8|4,0|0|1|30|2,0,3
917,3565,mordheim-city-damned,Dice Rolling|Modular Board|Role Playing|Variable Player Powers,Games Workshop Specialist Games|Warhammer Fantasy Wargames,Exploration|Fantasy|Fighting|Horror|Miniatures,1379,7.23104,6.45145,1705,0|0|11,13|6|1,1|10|3,10|2|2,NA,0|0|0|0|0|0|0|4|0,2|1|1|0|0,0,3
918,91984,quebec,Area Control / Area Influence|Modular Board|Worker Placement,Country: Canada|Provinces: Quebec,City Building,1242,7.16642,6.45117,1814,0|0|14,0|8|9,6|16|3,18|7|0,NA,0|0|0|0|0|1|2|4|3,7|3|0|0|0,0,2
919,37141,times-deluxe,Acting|Memory|Partnerships,Time's Up!,Electronic|Humor|Party Game,836,7.528,6.45099,1371,0|0|3,0|0|2,0|1|2,4|1|1,NA,0|0|0|0|0|0|0|2|1,2|0|0|0|1,0,1
920,92190,super-dungeon-explore,Action Point Allowance System|Dice Rolling|Modular Board|Partnerships|Variable Phase Order|Variable Player Powers,Super Dungeon Explore,Adventure|Exploration|Fantasy|Fighting|Miniatures,2208,6.96668,6.45052,4933,0|4|41,26|34|3,15|40|6,38|19|7,NA,0|0|0|0|0|3|9|9|3,0|3|15|3|0,0,2
921,204,stephensons-rocket,Area Control / Area Influence|Grid Movement|Route/Network Building|Set Collection|Stock Holding|Tile Placement,Country: England,Trains,2085,6.8739,6.44873,2574,0|0|11,3|10|7,6|19|0,13|11|0,1|0|10,0|0|0|0|0|2|1|4|0,11|0|0|0|0,0,3
922,113636,edo,Action / Movement Programming|Hand Management|Point to Point Movement|Simultaneous Action Selection,Country: Japan|Crowdfunding: Kickstarter|Queen Yellow Wave Box Series,Economic|Medieval,1287,7.14813,6.44729,2147,0|0|6,3|5|5,2|11|0,13|2|0,0|0|4,0|0|0|0|0|0|1|6|0,11|0|0|0|0,0,2
923,73,show-manager,Card Drafting|Set Collection,Queen Yellow Wave Box Series,Card Game,1486,7.0614,6.44702,1660,0|0|15,0|11|12,5|22|6,11|17|1,NA,0|0|0|0|0|2|7|0|0,7|2|0|0|0,0,2
924,3228,pueblo,Area Enclosure|Tile Placement,3D Games,Abstract Strategy,2062,6.88513,6.4468,1969,0|0|16,9|16|4,20|11|0,17|10|2,0|0|14,0|0|0|0|0|2|4|1|0,16|0|0|0|0,0,2
925,1662,napoleon-waterloo-campaign-1815,Dice Rolling|Point to Point Movement|Secret Unit Deployment|Simulation,Block wargames|Crowdfunding: Kickstarter,Napoleonic|Wargame,1082,7.31131,6.44582,2199,0|1|11,10|5|0,8|5|3,NA,NA,0|0|0|0|0|0|1|2|0,4|0|0|0|0,0,2
926,181810,kodama-tree-spirits,Set Collection|Tile Placement,Action Phase Games Small Box Big Fun Series|Crowdfunding: Kickstarter|Guild: Game Designers of North Carolina,Abstract Strategy|Card Game,1819,6.99362,6.44457,3978,0|1|4,2|10|0,7|2|0,1|7|1,NA,0|0|0|1|2|4|0|0|0,0|0|2|1|0,0,1
927,21954,perikles,Area Control / Area Influence|Card Drafting|Dice Rolling|Secret Unit Deployment,Cities: Athens|Cities: Sparta (Greece)|Country: Greece,Ancient|Fighting|Political,1765,6.94893,6.44447,2580,0|0|21,0|0|20,0|19|16,15|26|0,NA,0|0|0|0|0|0|2|7|3,3|8|0|0|0,0,3
928,56931,arena-roma-ii,Action Point Allowance System|Card Drafting|Dice Rolling|Hand Management,Ancient Rome|Queen Small Box,Ancient|Card Game|Dice,1755,6.95958,6.44391,2509,0|0|10,16|1|0,NA,NA,NA,0|0|0|0|0|0|1|4|0,0|0|7|1|1,0,1
929,172220,dungeons-dragons-temple-elemental-evil-board-game,Co-operative Play|Dice Rolling|Grid Movement|Modular Board|Role Playing|Variable Player Powers,Animals: Dragons|Dungeons & Dragons|Dungeons and Dragons Adventure System Board Games|From RPG books to board games|Solitaire Games,Adventure|Exploration|Fantasy|Miniatures,993,7.51898,6.44163,2898,4|11|1,5|6|2,13|3|1,7|8|1,NA,0|0|0|2|0|7|4|1|0,0|0|0|10|0,0,2
930,201,rose-king,Grid Movement|Hand Management,Kosmos two-player series|Wars of the Roses,Abstract Strategy|Medieval,2410,6.82084,6.44147,3601,0|0|26,25|3|1,NA,NA,NA,0|0|0|0|1|7|3|0|0,18|0|0|0|0,0,1
931,125752,race-formula-90,Card Drafting|Hand Management|Simulation,Crowdfunding: Kickstarter|Sports: Auto Racing,Racing|Sports,619,8.04044,6.44137,930,3|22|9,5|28|3,23|13|2,33|8|1,NA,0|0|0|0|0|1|0|5|7,4|15|2|0|0,0,3
932,199,manhattan,Area Control / Area Influence|Hand Management,"3D Games|Cities: New York (New York, USA)",City Building,3732,6.68731,6.44061,4564,0|0|34,4|16|26,9|30|4,42|6|1,0|0|26,0|0|0|1|1|9|1|1|0,21|0|0|0|0,0,1
933,122842,exodus-proxima-centauri,Area Control / Area Influence|Area Movement|Auction/Bidding|Dice Rolling|Hex-and-Counter|Modular Board|Simultaneous Action Selection|Take That|Trading|Voting,4X games|Admin: Better Description Needed!,Civilization|Fighting|Science Fiction|Space Exploration|Wargame,1155,7.26334,6.43801,2474,0|2|12,0|12|3,4|12|1,8|12|0,NA,0|0|0|0|0|0|1|0|4,0|4|1|2|0,0,3
934,38992,royal-palace,Action Point Allowance System|Area Control / Area Influence,Admin: Better Description Needed!,Age of Reason,1892,6.90729,6.4375,2143,0|0|7,9|16|3,16|13|0,8|14|5,0|0|6,0|0|0|0|0|0|5|4|0,13|1|0|0|0,0,2
935,624,quoridor,Grid Movement,Ancient Conflict|Blockade|Combinatorial|Gigamic Classic|Mensa Select,Abstract Strategy|Maze,4362,6.69362,6.43741,5858,1|0|49,71|9|1,0|7|50,11|32|27,0|0|49,0|1|1|1|9|12|1|0|0,25|0|0|0|0,0,1
936,3955,bang,Hand Management|Partnerships|Player Elimination|Take That|Variable Player Powers,BANG!,American West|Bluffing|Card Game|Deduction|Fighting,19975,6.55474,6.43467,22784,0|1|229,1|5|234,3|10|240,7|101|169,NA,0|0|0|0|2|36|40|13|0,10|82|24|0|0,0,1
937,116,guillotine,Hand Management,Country: France,Card Game|Humor,15549,6.53727,6.43367,21040,0|2|100,35|79|43,72|83|8,91|63|8,NA,0|0|0|0|3|19|20|9|1,0|12|40|26|0,0,1
938,1887,legend-five-rings,Card Drafting|Player Elimination|Set Collection,Asian Theme|CCGs (Collectible Card Games)|Legend of the Five Rings,Card Game|Collectible Components|Fantasy|Fighting|Medieval,1484,7.13069,6.43347,2063,0|0|19,21|6|1,3|8|11,5|10|7,NA,0|0|0|0|0|0|1|4|3,0|0|2|10|0,0,3
939,194880,dream-home,Card Drafting|Memory|Pattern Building|Set Collection,"",Card Game,1647,7.03379,6.43308,2403,0|1|7,8|10|1,12|10|0,16|6|0,0|0|7,0|0|2|1|7|5|0|0|0,0|5|0|0|0,0,1
940,2987,pirates-cove,Dice Rolling|Hand Management|Pick-up and Deliver|Simultaneous Action Selection,"",Adventure|Fighting|Nautical|Pirates,7205,6.59672,6.43278,8819,0|0|30,0|3|30,2|30|15,16|30|2,NA,0|0|0|0|6|8|9|1|0,0|5|12|0|0,0,2
941,177524,ice-cool,Acting,Animals: Penguins|Finger Flicking Games,Action / Dexterity|Animals|Children's Game,1893,6.95653,6.43155,3031,0|0|9,0|10|5,4|11|0,15|0|0,0|0|6,0|0|1|0|4|0|0|0|0,4|0|0|0|0,0,1
942,191876,ulm,Area Control / Area Influence|Set Collection,Cities: Ulm,Medieval|Renaissance,1106,7.24834,6.43135,1715,0|0|11,5|12|6,12|8|0,8|7|5,0|0|11,0|0|0|0|0|1|1|0|1,0|1|1|0|0,0,2
943,38386,castle-all-seasons,Simultaneous Action Selection|Variable Phase Order|Worker Placement,"",City Building|Medieval,2674,6.76946,6.43118,2937,0|0|29,10|26|11,19|29|1,31|17|1,0|0|21,0|0|0|0|0|3|6|4|0,6|13|8|0|0,0,2
944,8129,sluff,Trick-taking,The E•G•G Series|Wizard,Card Game,1877,6.90525,6.43107,2682,0|0|23,0|0|23,5|17|7,16|16|0,NA,0|0|0|0|1|2|6|0|0,16|0|0|0|0,0,1
945,55829,axis-allies-pacific-1940,Area Control / Area Influence|Area Movement|Dice Rolling|Partnerships|Simulation,Asian Theme|Axis & Allies|Components: Miniatures,Dice|Economic|Fighting|Wargame|World War II,1145,7.43694,6.43049,2537,0|0|23,20|12|1,16|14|3,8|8|16,2|2|23,0|0|0|0|0|0|2|5|5,4|4|4|3|0,0,3
946,10093,axis-allies,Area Movement|Dice Rolling|Partnerships,Axis & Allies,Economic|Wargame|World War II,5285,6.72393,6.43045,6674,2|4|70,67|39|10,9|57|30,22|58|20,NA,0|0|0|0|0|1|12|17|10,8|27|2|0|0,0,3
947,168609,artifacts-inc,Action Point Allowance System|Area Control / Area Influence|Card Drafting|Dice Rolling|Set Collection,Archaeology|Crowdfunding: Kickstarter,Adventure|Card Game|Economic|Exploration,1817,6.93557,6.42995,3528,1|2|12,12|14|1,10|14|1,2|8|15,0|0|13,0|0|0|0|0|1|2|0|0,0|1|3|0|0,0,2
948,54361,heroscape-master-set-battle-underdark,Dice Rolling|Modular Board,Animals: Dragons|Dungeons & Dragons|Heroscape,Adventure|Fantasy|Fighting|Miniatures|Science Fiction,911,7.4894,6.42962,2351,0|1|6,10|2|0,NA,NA,NA,0|0|0|0|0|7|2|0|0,0|0|4|2|0,0,2
949,136280,la-boca,Partnerships|Pattern Building,3D Games|Cities: Buenos Aires (Argentina)|Country: Argentina,Abstract Strategy|Real-time,1490,7.02631,6.42792,1693,0|0|16,1|4|9,4|12|2,15|5|1,NA,0|0|0|1|6|0|1|1|0,8|0|0|0|0,0,1
950,75476,inca-empire,Hand Management|Route/Network Building,"",Civilization|Exploration,1299,7.09146,6.42775,1677,0|0|17,0|2|16,4|20|5,30|6|2,1|0|13,0|0|0|0|0|0|0|8|2,13|3|0|0|0,0,3
951,2808,russian-campaign,Dice Rolling|Hex-and-Counter,Country: Russia|Solitaire Wargames,Wargame|World War II,1207,7.23414,6.42742,2310,0|7|6,16|3|0,NA,NA,NA,0|0|0|0|0|0|4|5|1,1|7|2|1|0,0,2
952,178054,study-emerald-second-edition,Area Control / Area Influence|Auction/Bidding|Card Drafting|Deck / Pool Building|Hand Management|Partnerships|Point to Point Movement,Characters: Sherlock Holmes|Cthulhu Mythos,Horror|Murder/Mystery|Novel-based|Political|Spies/Secret Agents|Zombies,1354,7.09542,6.42666,2784,0|0|18,0|4|20,1|17|8,16|8|0,NA,0|0|0|0|0|1|2|1|3,0|0|9|1|0,0,2
953,1829,risk-2210-d,Area Control / Area Influence|Area Movement|Auction/Bidding|Dice Rolling|Variable Phase Order,Risk,Science Fiction|Wargame,5796,6.70435,6.42648,9620,1|0|40,1|14|34,6|39|6,41|14|1,NA,0|0|0|0|0|2|8|7|2,0|4|13|4|0,0,2
954,40209,raf-battle-britain-1940,Campaign / Battle Card Driven,Country: England|Solitaire Games|Solitaire Wargames,Aviation / Flight|Wargame|World War II,611,7.96598,6.42624,1670,18|2|0,1|8|0,NA,NA,NA,0|0|0|0|0|0|0|1|7,0|0|7|2|0,0,3
955,23679,warriors-god,Area Movement|Dice Rolling,Cities: Orléans (France)|Country: England|Country: France|International Games Series,Medieval|Wargame,904,7.39254,6.42349,1726,0|26|7,33|1|2,NA,NA,NA,2|0|0|0|0|0|1|6|1,9|6|0|1|2,0,2
956,86246,drum-roll,Card Drafting|Set Collection|Voting|Worker Placement,Circus|Crowdfunding: Kickstarter,Economic,1522,7.00323,6.42346,2181,0|0|23,2|23|7,14|19|1,26|8|1,1|1|12,0|0|0|0|0|1|5|6|0,32|0|1|0|0,0,3
957,157,eurorails,Crayon Rail System|Pick-up and Deliver|Route/Network Building,Empire Builder Rail Games,Economic|Trains|Transportation,1574,7.05697,6.42309,2265,0|5|14,11|12|6,19|10|1,16|9|3,NA,0|0|0|0|0|0|2|2|0,5|2|1|0|0,0,2
958,2961,confusion-espionage-and-deception-cold-war,Grid Movement|Pick-up and Deliver,"",Abstract Strategy|Bluffing|Deduction|Spies/Secret Agents,1203,7.13917,6.42297,1801,0|0|10,12|0|1,NA,NA,NA,0|0|0|0|0|0|1|3|0,6|0|0|0|0,0,2
959,207336,honshu,Auction/Bidding|Hand Management|Tile Placement,Asian Theme|Country: Japan,Card Game|City Building,1193,7.1852,6.42259,2098,0|0|5,1|6|2,1|4|0,4|1|0,NA,0|0|0|0|0|2|1|0|0,2|0|0|0|0,0,1
960,195162,plague-inc-board-game,Area Control / Area Influence|Hand Management|Route/Network Building|Simulation|Take That|Tile Placement|Worker Placement,Crowdfunding: Kickstarter,Medical|Video Game Theme,942,7.98741,6.4219,1876,2|14|1,1|14|3,7|14|1,17|4|1,5|7|6,0|0|0|0|0|2|1|9|3,0|0|3|0|0,0,2
961,36811,princes-machu-picchu,Area Movement|Set Collection|Worker Placement,Country: Peru,Economic|Religious,1497,6.99588,6.42069,1621,0|1|17,3|19|8,7|19|2,19|14|1,NA,0|0|0|0|0|0|1|4|1,17|2|1|0|0,0,3
962,33451,red-dragon-inn-2,Betting/Wagering|Hand Management|Player Elimination|Variable Player Powers,The Red Dragon Inn,Card Game|Fantasy|Humor|Medieval|Party Game,2151,6.89417,6.42066,4035,0|0|15,2|7|7,5|12|2,16|4|1,10|6|0,0|0|0|0|0|1|2|1|2,0|0|5|5|0,0,1
963,63543,horus-heresy-2010,Area Movement|Campaign / Battle Card Driven|Hand Management|Time Track|Variable Player Powers,"Fantasy Flight Big Box|Warhammer 40,000 Board Games|Warhammer 40,000 Wargames",Miniatures|Science Fiction,1388,7.10312,6.41989,3461,1|2|17,27|3|0,NA,NA,NA,0|0|0|0|0|0|0|2|7,0|0|1|16|0,0,3
964,9910,wings-war-watch-your-back,Action / Movement Programming|Player Elimination|Simulation|Simultaneous Action Selection,Wings of Glory / Wings of War,Aviation / Flight|Card Game|Wargame|World War I,1702,6.98103,6.41962,3000,1|0|3,1|2|1,0|2|1,3|1|0,0|3|0,0|0|0|1|0|0|3|0|0,3|1|0|0|0,0,1
965,122240,last-night-earth-timber-peak,Dice Rolling|Hand Management|Modular Board|Partnerships|Roll / Spin and Move|Variable Player Powers,Last Night on Earth Game Engine,Fighting|Horror|Miniatures|Zombies,760,7.68264,6.41828,2062,0|1|9,4|8|2,7|6|2,2|8|3,NA,0|0|0|0|0|0|0|3|1,0|0|1|3|0,0,2
966,237,wooden-ships-iron-men,Action / Movement Programming|Dice Rolling|Hex-and-Counter,Age of Kings,Age of Reason|American Indian Wars|American Revolutionary War|Napoleonic|Nautical|Pirates|Post-Napoleonic|Wargame,1701,6.99121,6.41756,3341,0|5|16,22|6|0,NA,NA,NA,0|0|0|0|0|0|1|9|3,1|5|3|0|0,0,3
967,986,babel,Hand Management|Set Collection,Kosmos two-player series,Ancient|Card Game|City Building,3250,6.70314,6.41685,5194,0|0|27,35|2|1,NA,NA,NA,0|0|0|0|0|0|5|9|0,12|12|1|0|0,0,2
968,180040,villages-valeria,Card Drafting|Hand Management|Variable Player Powers,Crowdfunding: Kickstarter|Tableau Building,Card Game|City Building|Fantasy,1122,7.23687,6.41543,2879,0|5|7,4|7|3,10|4|0,1|10|0,NA,0|0|0|0|0|2|2|2|0,2|3|0|0|0,0,2
969,28089,chateau-roquefort,Action Point Allowance System|Memory,Animals: Mice|Food / Cooking,Animals|Children's Game|Maze|Memory,1969,6.85531,6.41529,2519,0|0|18,1|23|2,14|10|1,23|4|0,0|1|10,0|0|2|8|20|4|0|0|0,20|0|0|0|0,0,1
970,172385,porta-nigra,Area Control / Area Influence|Area Movement|Card Drafting|Set Collection,Admin: Better Description Needed!|Ancient Rome|Cities: Trier|Country: Germany|Stronghold Games: The Great Designer Series,Ancient|City Building,1010,7.25323,6.41519,1490,0|0|17,9|11|2,12|8|1,2|12|4,0|0|12,0|0|0|0|0|0|3|0|0,9|1|0|0|0,0,3
971,135779,fake-artist-goes-new-york,Line Drawing,"Cities: New York (New York, USA)|Country: Japan|Country: USA",Bluffing|Deduction|Party Game,1163,7.16385,6.41514,1784,0|0|3,0|0|3,0|0|3,0|0|3,NA,0|0|0|0|0|1|0|0|0,2|0|0|0|0,0,1
972,111105,agents-smersh,Area Movement|Co-operative Play|Dice Rolling|Point to Point Movement|Role Playing|Storytelling|Variable Player Powers,Crowdfunding: Kickstarter|Solitaire Games,Adventure|Exploration|Spies/Secret Agents,1307,7.09738,6.41365,2696,3|12|2,6|15|1,15|9|0,5|16|3,0|3|16,0|0|0|0|0|0|2|4|0,0|0|0|13|3,0,2
973,8098,jungle-speed,Pattern Recognition,Jungle Speed Series,Action / Dexterity|Card Game|Party Game|Real-time,8036,6.57686,6.41357,10980,0|2|62,1|7|59,3|41|22,31|40|1,NA,0|0|0|5|9|7|3|1|0,38|0|0|0|0,0,1
974,18745,sun-tzu,Area Control / Area Influence|Area Movement|Simultaneous Action Selection,Asian Theme|Country: China|Matagot Duo Collection,Ancient,1429,7.06508,6.41322,2567,0|2|11,15|2|0,NA,NA,NA,0|0|0|0|0|2|2|2|0,3|3|0|0|0,0,2
975,128442,relic,Dice Rolling|Roll / Spin and Move|Variable Player Powers,"Talisman|Warhammer 40,000 Board Games",Adventure|Exploration|Science Fiction|Space Exploration,2218,6.90809,6.41302,4238,0|2|15,4|17|2,22|9|0,18|10|4,0|0|13,0|0|1|0|1|0|5|4|0,0|0|5|6|1,0,2
976,99975,timeline-discoveries,"",Timeline,Card Game|Educational|Trivia,2359,6.80303,6.41267,4636,0|0|8,4|5|0,4|5|0,4|5|0,NA,0|0|0|0|0|1|1|3|0,0|2|1|3|0,0,1
977,102435,navajo-wars,Campaign / Battle Card Driven|Point to Point Movement,Solitaire Games|Solitaire Wargames,American Indian Wars|American West|Wargame,558,7.99695,6.41191,1502,28|1|0,0|14|4,NA,NA,NA,0|0|0|0|0|0|0|6|5,0|0|1|13|0,0,3
