rank,ID,name,year,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,min_players,max_players,play_time,min_play_time,max_play_time,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
75,146652,legendary-encounters-alien-deck-building-game,2014,Card Drafting|Co-operative Play|Deck / Pool Building|Partnerships|Player Elimination|Variable Player Powers,Aliens|Legendary|Solitaire Games,Card Game|Fighting|Horror|Movies / TV / Radio theme|Science Fiction,6680,7.85925,7.52034,9947,1,5,45,45,45,18|77|15,25|80|7,74|39|2,41|61|6,NA,0|0|0|0|0|1|11|13|21,0|3|26|16|0,0,2
76,70149,ora-et-labora,2011,Modular Board|Pattern Building|Set Collection|Tile Placement|Worker Placement,Beer|Country: France|Country: Ireland|Harvest Series|Solitaire Games|Tableau Building|Wine Games,City Building|Economic|Industry / Manufacturing|Medieval|Religious|Territory Building,7609,7.78043,7.52022,9522,1,4,180,60,180,5|44|32,31|70|16,91|34|2,19|65|24,0|0|57,0|0|0|0|0|1|1|17|7,0|29|11|0|0,0,3
77,201808,clank-deck-building-adventure,2016,Deck / Pool Building|Player Elimination|Point to Point Movement|Press Your Luck,Animals: Dragons,Adventure|Fantasy,4423,8.03494,7.50313,6678,1,4,60,30,60,0|21|29,10|47|13,55|27|0,34|30|7,0|0|33,0|0|0|0|2|3|6|2|0,0|1|3|0|0,0,2
78,126042,nations,2013,Card Drafting|Variable Player Powers,Nations|Solitaire Games|Tableau Building,Card Game|Civilization|Economic,8326,7.74932,7.50265,9284,1,5,200,40,200,4|61|35,16|90|26,91|56|2,72|70|5,NA,0|0|0|0|0|1|2|10|18,1|7|27|6|0,0,3
79,123260,suburbia,2012,Card Drafting|Set Collection|Tile Placement,Mensa Select|Solitaire Games|Suburbia,City Building|Economic,15170,7.64022,7.5011,18342,1,4,90,90,90,7|76|60,69|137|8,120|76|3,66|101|28,0|1|99,0|0|0|0|1|8|21|13|3,0|18|44|4|0,0,2
80,147020,star-realms,2014,Card Drafting|Deck / Pool Building|Player Elimination|Take That,Crowdfunding: Kickstarter|Star Realms,Card Game|Fighting|Science Fiction,19402,7.64235,7.49878,29495,2,2,20,20,20,2|23|95,182|12|1,NA,NA,NA,0|0|0|2|2|39|21|1|0,0|42|24|2|0,0,1
81,14105,commands-colors-ancients,2006,Campaign / Battle Card Driven|Dice Rolling|Hand Management|Hex-and-Counter|Modular Board,Ancient Rome|Commands & Colors|Commands & Colors: Ancients Series|Country: Greece,Ancient|Wargame,6867,7.79505,7.49518,8810,2,2,60,60,60,2|31|54,117|8|0,NA,NA,NA,1|0|0|0|1|4|19|26|6,2|5|31|6|2,0,2
82,175155,forbidden-stars,2015,Area Control / Area Influence|Dice Rolling|Hand Management|Modular Board|Variable Player Powers,"Components: Miniatures|Fantasy Flight Big Box|Warhammer 40,000 Board Games",Bluffing|Dice|Fighting|Miniatures|Science Fiction|Wargame,3959,8.05733,7.49302,7496,2,4,180,120,180,1|4|98,73|68|13,81|58|10,52|56|34,0|0|84,0|0|0|0|0|1|4|9|18,0|1|8|24|0,0,3
83,17133,railways-world,2005,Action Point Allowance System|Auction/Bidding|Card Drafting|Pick-up and Deliver|Route/Network Building|Tile Placement,Age of Steam|Country: USA|Railways of the World series,Trains|Transportation|Video Game Theme,9489,7.70556,7.49091,9904,2,6,120,120,120,0|2|106,6|48|92,15|98|41,71|83|13,NA,0|0|0|0|0|4|9|17|8,0|12|36|1|0,0,3
84,91,paths-glory,1999,Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement,"",Wargame|World War I,3635,8.01889,7.48426,6631,2,2,480,480,480,0|18|34,63|7|0,NA,NA,NA,0|0|0|0|0|0|0|1|17,0|0|2|26|3,0,3
85,14996,ticket-ride-europe,2005,Card Drafting|Hand Management|Route/Network Building|Set Collection,Ticket to Ride,Trains|Travel,36411,7.59083,7.48163,46434,2,5,60,30,60,0|3|298,22|262|156,117|310|18,357|113|4,NA,0|0|1|1|17|76|33|7|0,133|8|0|0|0,0,1
86,43111,chaos-old-world,2009,Action Point Allowance System|Area Control / Area Influence|Area Movement|Dice Rolling|Hand Management|Role Playing|Take That|Variable Player Powers,Warhammer Fantasy Board Games,Fantasy|Fighting|Horror|Mythology|Wargame,11381,7.68311,7.47737,12325,3,4,120,60,120,1|3|187,0|4|194,12|139|104,308|25|2,15|15|105,0|0|0|0|0|1|2|23|31,0|0|13|63|2,0,3
87,21050,combat-commander-europe,2006,Campaign / Battle Card Driven|Hex-and-Counter|Simulation|Variable Phase Order,Combat Commander Series,Wargame|World War II,4400,7.91724,7.47325,6353,2,2,180,60,180,3|29|52,102|9|1,NA,NA,NA,0|0|0|0|0|0|5|21|19,0|3|16|43|2,0,3
88,39463,cosmic-encounter,2008,Hand Management|Partnerships|Take That|Variable Player Powers,Cosmic Encounter,Bluffing|Negotiation|Science Fiction|Space Exploration,19352,7.60855,7.46196,23417,3,5,120,60,120,0|1|282,2|5|291,8|123|202,110|248|12,NA,0|0|0|0|2|16|22|28|11,0|2|16|74|8,0,2
89,148949,istanbul,2014,Dice Rolling|Grid Movement|Modular Board|Pick-up and Deliver,Cities: Istanbul|Istanbul,Economic,12851,7.63064,7.46171,16453,2,5,60,40,60,0|1|74,22|87|22,50|74|5,92|39|0,NA,0|0|0|0|0|11|18|6|0,40|10|0|0|0,0,2
90,27833,steam,2009,Auction/Bidding|Pick-up and Deliver|Route/Network Building|Tile Placement,Age of Steam|Steam,Economic|Trains|Transportation,8078,7.67697,7.44819,8811,3,5,90,90,90,0|6|57,2|25|46,18|62|10,81|19|0,NA,1|0|0|0|0|0|6|13|7,35|0|0|0|0,0,3
91,9216,goa,2004,Auction/Bidding|Hand Management|Press Your Luck,Colonial Theme|Country: India|Country: Portugal,Economic|Farming|Nautical|Renaissance,9685,7.64101,7.44454,9527,2,4,90,90,90,0|1|127,59|105|50,59|147|6,169|54|6,1|1|106,0|0|1|0|0|3|4|26|5,26|39|1|0|0,0,3
92,128621,viticulture,2013,Hand Management|Worker Placement,Crowdfunding: Kickstarter|Viticulture|Wine Games,Economic|Farming,6239,7.76273,7.44072,6448,2,6,90,90,90,0|11|34,12|52|10,46|31|1,47|27|3,NA,0|0|0|0|0|0|9|9|6,0|5|14|3|0,0,2
93,146886,la-granja,2014,Area Control / Area Influence|Dice Rolling|Hand Management|Simultaneous Action Selection|Variable Player Powers|Worker Placement,Admin: Better Description Needed!|Country: Spain|Islands: Mallorca|Solitaire Games|Tableau Building,Economic|Farming,4972,7.80329,7.43372,6934,1,4,120,90,120,0|31|17,16|52|7,28|32|2,34|24|4,0|0|30,0|0|0|0|0|0|3|9|3,0|1|19|3|0,0,3
94,77423,lord-rings-card-game,2011,Co-operative Play|Hand Management|Variable Player Powers,CCGs (Collectible Card Games)|Living Card Game|Lord of the Rings: The Card Game (LCG)|Solitaire Games|Tolkien Games,Card Game|Collectible Components|Fantasy|Novel-based,15085,7.64061,7.43261,23303,1,2,60,60,60,125|283|34,360|109|4,NA,NA,NA,1|0|0|1|1|14|29|58|38,0|1|10|141|22,0,3
95,4098,age-steam,2002,Auction/Bidding|Dice Rolling|Player Elimination|Route/Network Building|Tile Placement,Age of Steam,Economic|Trains|Transportation,6781,7.70319,7.43084,6325,1,6,120,120,120,0|7|61,1|25|53,19|60|25,76|37|2,NA,0|0|0|0|0|0|2|10|11,10|27|1|1|0,0,3
96,555,princes-florence,2000,Auction/Bidding|Tile Placement,Alea Big Box|Cities: Florence|Country: Italy|Polyominoes,City Building|Renaissance,13192,7.59003,7.42748,13953,2,5,100,75,100,0|0|142,1|23|148,8|99|80,71|131|16,NA,0|0|0|0|0|0|5|21|5,3|23|42|3|1,0,3
97,148228,splendor,2014,Card Drafting|Set Collection,Splendor,Card Game|Economic|Renaissance,30746,7.53335,7.42689,41011,2,4,30,30,30,1|6|235,139|231|32,210|187|7,140|221|32,1|11|185,0|0|3|4|23|55|25|4|0,118|1|0|0|2,0,1
98,43015,hansa-teutonica,2009,Action Point Allowance System|Area Control / Area Influence|Point to Point Movement|Route/Network Building,Country: Germany,Renaissance,8555,7.6405,7.42553,8468,2,5,90,45,90,0|2|95,9|39|100,56|97|17,83|96|5,NA,0|0|0|0|1|1|3|22|6,48|0|0|0|0,0,3
99,54043,jaipur,2009,Card Drafting|Hand Management|Set Collection,Animals: Camels|Asian Theme|Country: India,Animals|Card Game,19153,7.5475,7.42332,26342,2,2,30,30,30,0|0|126,165|8|0,NA,NA,NA,0|0|0|2|19|37|17|1|0,66|0|0|0|0,0,1
100,104006,village,2011,Set Collection|Worker Placement,Village,Farming|Medieval,14037,7.5648,7.41762,17275,2,4,90,60,90,0|1|99,22|125|24,52|114|1,138|44|1,1|8|73,0|0|0|0|0|3|17|25|5,69|0|0|0|0,0,3
101,176189,zombicide-black-plague,2015,Co-operative Play|Dice Rolling|Modular Board|Variable Player Powers,Crowdfunding: Kickstarter|Zombicide,Adventure|Fantasy|Fighting|Horror|Medieval|Miniatures|Zombies,5108,7.94072,7.41492,10047,1,6,180,60,180,7|33|12,16|36|6,36|24|2,11|39|8,NA,0|0|0|0|2|6|10|5|0,0|13|4|0|0,0,2
102,31627,ticket-ride-nordic-countries,2007,Card Drafting|Hand Management|Route/Network Building|Set Collection,Country: Denmark|Country: Finland|Country: Norway|Country: Sweden|Ticket to Ride,Trains|Transportation|Travel,8134,7.66632,7.4138,11411,2,3,60,30,60,0|0|82,52|75|3,102|22|0,NA,NA,0|0|0|1|2|19|7|1|0,36|1|0|0|0,0,1
103,215,tichu,1991,Betting/Wagering|Hand Management|Partnerships|Trick-taking,Asian Theme|Climbing Games|Country: China|Shedding Games|Traditional Card Games|Z-Man / Filosofia deluxe card game series,Card Game,10682,7.60791,7.41087,15623,4,4,60,60,60,0|0|167,0|1|165,1|4|169,228|16|1,0|3|166,0|0|0|0|2|3|10|23|3,62|0|0|0|0,0,2
104,101721,mage-wars-arena,2012,Dice Rolling|Grid Movement|Simultaneous Action Selection|Variable Player Powers,Mage Wars,Card Game|Fantasy|Fighting,6080,7.8092,7.41032,10520,2,2,90,90,90,0|1|85,118|13|2,NA,NA,NA,0|0|0|0|0|7|12|30|16,0|5|26|29|4,0,3
105,188,go,-2200,Area Enclosure,3M Bookshelf Series|Combinatorial|Ravensburger Traveller Series,Abstract Strategy,11650,7.66959,7.41021,15561,2,2,180,30,180,1|17|97,156|9|0,NA,NA,NA,2|5|9|27|10|23|5|3|0,88|2|0|0|0,0,3
106,154203,imperial-settlers,2014,Card Drafting|Hand Management|Take That|Variable Player Powers,Ancient Rome|Country: Egypt|Country: Japan|Solitaire Games|Tableau Building,Ancient|Card Game|City Building|Civilization,12745,7.58029,7.40119,17509,1,4,90,45,90,32|116|36,180|75|2,54|137|22,24|93|91,1|4|118,0|0|0|0|0|3|13|23|2,0|3|38|17|0,0,2
107,10630,memoir-44,2004,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Grid Movement|Hand Management|Modular Board|Simulation,Commands & Colors|Memoir '44,Miniatures|Wargame|World War II,19624,7.53307,7.39246,24539,2,6,60,30,60,3|28|121,214|17|1,20|62|74,0|1|4,NA,2|0|2|1|10|50|40|8|3,1|26|70|10|2,0,2
108,9209,ticket-ride,2004,Hand Management|Route/Network Building|Set Collection,Country: USA|Ticket to Ride,Trains|Travel,49204,7.48257,7.38846,61448,2,5,60,30,60,1|4|450,61|357|169,178|402|33,459|179|12,NA,0|0|2|4|46|133|26|4|1,174|24|1|0|1,0,1
109,129437,legendary-marvel-deck-building-game,2012,Co-operative Play|Deck / Pool Building,Comics: Marvel Universe|Legendary|Solitaire Games|Superheroes,Card Game|Comic Book / Strip,12904,7.63138,7.38734,19543,1,5,45,45,45,21|139|45,68|158|13,174|86|3,89|128|24,NA,0|0|0|0|8|28|32|18|2,0|18|26|26|1,0,2
110,171131,captain-sonar,2016,Grid Movement|Line Drawing|Partnerships|Role Playing|Secret Unit Deployment|Simultaneous Action Selection,"",Deduction|Fighting|Nautical|Real-time|Wargame,4642,7.82272,7.38351,6852,2,8,60,45,60,0|0|68,1|18|60,0|5|73,4|35|38,NA,0|0|0|0|0|0|7|3|3,4|0|0|0|0,0,2
111,234,hannibal-rome-vs-carthage,1996,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Simulation,Ancient Rome|Continent: Africa|Valley Games Tactics Line,Ancient|Political|Wargame,4331,7.82913,7.38345,6746,2,2,200,40,200,2|6|55,88|3|1,NA,NA,NA,1|0|0|0|0|0|0|11|19,0|2|7|30|2,0,3
112,20551,shogun,2006,Action / Movement Programming|Area Control / Area Influence|Area Movement|Auction/Bidding|Simultaneous Action Selection|Variable Phase Order,Asian Theme|Country: Japan|Samurai,Economic|Medieval|Territory Building,10578,7.57836,7.37721,10552,3,5,150,150,150,0|1|110,1|11|107,15|102|55,102|88|2,NA,0|0|0|0|0|3|8|25|11,79|3|0|0|0,0,3
113,140620,lewis-clark,2013,Card Drafting|Deck / Pool Building|Hand Management|Point to Point Movement|Worker Placement,Solitaire Games|Tableau Building,American West|Racing,8865,7.58881,7.37626,11126,1,5,120,120,120,5|73|29,32|103|12,125|34|1,30|83|24,NA,0|0|0|0|0|1|6|15|8,46|1|1|0|0,0,3
114,93260,summoner-wars-master-set,2011,Dice Rolling|Grid Movement|Hand Management|Variable Player Powers,Summoner Wars,Card Game|Fantasy|Fighting,8767,7.61771,7.3736,11492,2,4,30,30,30,0|1|57,93|7|0,2|8|55,12|36|15,0|2|51,0|0|0|1|2|9|15|4|0,0|3|14|11|0,0,2
115,31481,galaxy-trucker,2007,Dice Rolling|Tile Placement,"",Humor|Real-time|Science Fiction|Space Exploration|Transportation,21058,7.47514,7.37168,21183,2,4,60,60,60,1|15|165,21|191|61,70|208|2,265|35|2,2|12|125,1|0|0|1|2|17|31|13|3,19|77|7|0|0,0,2
116,146439,battlelore-second-edition,2013,Campaign / Battle Card Driven|Dice Rolling|Grid Movement|Modular Board|Variable Player Powers,BattleLore|BattleLore (Second Edition)|Commands & Colors|Monsters|The Realms of Terrinoth,Dice|Fantasy|Miniatures|Wargame,3626,7.93172,7.36863,6289,2,2,90,45,90,1|1|27,44|6|0,NA,NA,NA,0|0|0|0|0|4|10|5|3,0|3|11|3|0,0,2
117,97207,dungeon-petz,2011,Auction/Bidding|Hand Management|Worker Placement,Dungeon Lords|Monsters,Animals|Fantasy|Humor,8817,7.58435,7.36775,11770,2,4,90,90,90,0|5|61,33|69|19,26|78|8,85|28|3,0|0|47,0|0|0|0|0|0|8|16|9,57|1|0|0|0,0,3
118,22545,age-empires-iii-age-discovery,2007,Area Control / Area Influence|Set Collection|Worker Placement,Age of Discovery|Colonial Theme|Country: Costa Rica|Glenn Drover's Empires Series,Civilization|Exploration|Renaissance|Video Game Theme,8926,7.58463,7.36736,7613,2,5,120,90,120,0|3|157,12|84|122,32|162|41,170|103|4,NA,0|0|0|0|0|3|13|31|14,5|50|13|0|0,0,3
119,24181,imperial,2006,Area Control / Area Influence|Area Movement|Stock Holding,Rondel Series,Economic|Fighting|Nautical|Political,7240,7.63212,7.3646,6153,2,6,180,120,180,0|0|141,8|28|144,41|124|35,152|74|5,NA,0|0|0|0|0|0|2|17|13,20|48|0|0|0,0,3
120,38453,space-alert,2008,Action / Movement Programming|Area Movement|Co-operative Play|Hand Management|Simultaneous Action Selection,CD Board Games|Solitaire Games,Electronic|Real-time|Science Fiction|Space Exploration,11978,7.5276,7.35581,16157,1,5,30,30,30,11|47|120,10|77|111,19|124|63,178|78|2,NA,0|0|0|0|0|0|13|19|18,1|12|51|9|6,0,2
121,12,ra,1999,Auction/Bidding|Press Your Luck|Set Collection,Alea Big Box|Country: Egypt|Ra,Ancient|Mythology,15561,7.47513,7.35446,14619,2,5,60,45,60,0|0|171,12|111|107,188|125|5,182|126|2,NA,0|0|0|1|2|20|23|11|3,75|6|0|0|0,0,2
122,59294,runewars,2010,Area Control / Area Influence|Area Movement|Auction/Bidding|Modular Board|Simultaneous Action Selection|Variable Player Powers,4X games|Fantasy Flight Big Box|The Realms of Terrinoth,Adventure|Fantasy|Fighting|Wargame,6528,7.69489,7.35255,8430,2,4,180,180,180,0|5|97,30|101|36,46|100|9,130|41|9,1|2|60,0|0|0|0|0|1|6|18|31,0|2|7|67|4,0,3
123,7854,yinsh,2003,Grid Movement|Pattern Building,Combinatorial|GIPF Project|Mensa Select,Abstract Strategy,5440,7.68395,7.35231,6681,2,2,60,30,60,1|1|31,46|2|1,NA,NA,NA,0|0|0|1|1|14|7|1|0,31|0|0|0|0,0,2
124,54998,cyclades,2009,Area Control / Area Influence|Area Movement|Auction/Bidding|Card Drafting|Dice Rolling|Set Collection|Variable Phase Order,Country: Greece|Cyclades|Islands: Cyclades,Ancient|City Building|Civilization|Fighting|Miniatures|Mythology|Nautical,12362,7.53727,7.35074,13258,2,5,90,60,90,0|1|131,19|89|88,22|130|47,134|93|4,NA,0|0|0|0|0|7|19|16|8,63|5|2|0|0,0,2
125,172818,above-and-below,2015,Action Point Allowance System|Card Drafting|Deck / Pool Building|Dice Rolling|Set Collection|Storytelling|Trading,Arzium Setting|Crowdfunding: Kickstarter,Adventure|Book|City Building|Economic|Exploration|Fantasy|Farming|Negotiation,5973,7.67683,7.3448,9429,2,4,90,90,90,0|3|51,19|48|6,48|22|0,15|48|4,0|0|42,0|0|0|0|1|6|11|4|1,1|0|2|15|9,0,2
126,127060,bora-bora,2013,Dice Rolling|Set Collection|Worker Placement,Alea Big Box|Country: French Polynesia|Oceanian Theme|Tropical theme,Dice,6631,7.60686,7.34023,9163,2,4,120,60,120,0|2|69,32|104|15,51|77|3,90|46|5,0|0|54,0|0|0|0|2|0|4|11|25,55|0|0|0|0,0,3
127,181304,mysterium,2015,Co-operative Play|Hand Management|Pattern Recognition,Ghosts|Mysterium,Deduction|Murder/Mystery|Party Game,12932,7.52191,7.33871,19967,2,7,42,42,42,1|0|90,1|34|73,7|55|45,33|81|4,NA,0|0|0|1|5|26|17|2|0,37|0|0|0|0,0,1
128,19857,glory-rome,2005,Card Drafting|Hand Management|Set Collection|Variable Phase Order,Ancient Rome|Cities: Rome|Crowdfunding: Kickstarter|Tableau Building,Ancient|Card Game|City Building|Economic,10980,7.50056,7.33553,12256,2,5,60,60,60,0|1|117,33|113|35,95|83|2,103|74|4,NA,0|0|0|0|0|0|5|25|9,0|0|15|70|8,0,2
129,822,carcassonne,2000,Area Control / Area Influence|Tile Placement,Carcassonne|Country: France,City Building|Medieval|Territory Building,68416,7.43575,7.33533,94804,2,5,45,30,45,4|35|844,788|516|82,620|670|30,406|762|109,NA,2|0|3|21|113|191|60|13|3,419|6|1|0|1,0,1
130,48726,alien-frontiers,2010,Area Control / Area Influence|Card Drafting|Dice Rolling|Worker Placement,Aliens|Crowdfunding: Kickstarter|Crowdfunding: ulule,Dice|Science Fiction,11463,7.49425,7.32719,11253,2,4,90,90,90,0|1|117,22|109|64,112|89|2,107|64|27,3|6|102,0|0|0|0|0|9|22|8|0,0|9|32|2|0,0,2
131,118048,targi,2012,Modular Board|Set Collection|Worker Placement,Continent: Africa|Desert Theme|Kosmos two-player series,Arabian|Card Game,6201,7.6167,7.32625,8926,2,2,60,60,60,0|6|43,61|4|0,NA,NA,NA,0|0|0|0|0|1|13|9|1,0|8|27|0|0,0,2
132,182874,grand-austria-hotel,2015,Dice Rolling|Set Collection,Cities: Vienna,Economic,4107,7.7706,7.32107,5359,2,4,120,60,120,1|6|81,134|34|4,47|92|16,4|29|121,0|0|81,0|0|0|0|0|2|1|8|2,15|2|0|0|0,0,3
133,25021,sekigahara-unification-japan,2011,Hand Management|Point to Point Movement|Secret Unit Deployment,Asian Theme|Block wargames|Country: Japan,Civil War|Renaissance|Wargame,2362,8.06554,7.32031,4356,2,2,180,180,180,0|2|24,35|0|0,NA,NA,NA,0|0|0|0|0|0|6|15|1,28|1|0|0|0,0,2
134,17392,here-i-stand,2006,Campaign / Battle Card Driven|Dice Rolling|Hand Management|Point to Point Movement|Variable Player Powers,Cities: Ravenna (Italy)|Country: England|Country: France|Country: Holy Roman Empire|Country: Italy|Country: Spain|Country: Turkey,Negotiation|Political|Religious|Renaissance|Wargame,2925,7.93713,7.31867,4034,2,6,360,360,360,0|4|75,0|20|59,26|62|22,1|16|60,NA,0|0|0|0|0|0|2|3|24,0|0|1|48|6,0,4
135,108745,seasons,2012,Card Drafting|Dice Rolling|Hand Management|Take That,Kingdom of Xidit,Card Game|Dice|Fantasy,14218,7.4651,7.31818,17265,2,4,60,60,60,0|7|161,244|88|10,108|195|13,30|116|143,0|0|149,0|0|0|0|0|5|14|19|12,0|0|8|53|6,0,2
136,92828,dixit-odyssey,2011,Partnerships|Simultaneous Action Selection|Storytelling|Voting,Dixit,Humor|Party Game,10133,7.52787,7.31801,13689,3,12,30,30,30,0|0|63,0|0|65,0|9|57,5|48|20,NA,0|0|0|2|7|16|5|2|0,41|0|0|0|0,0,1
137,41114,resistance,2009,Partnerships|Simultaneous Action Selection|Voting,Dystopian Universe|Postcard Box Games|Werewolf / Mafia,Bluffing|Deduction|Negotiation|Party Game|Science Fiction|Spies/Secret Agents,26110,7.42394,7.3159,38868,5,10,30,30,30,1|1|207,0|2|205,0|2|206,0|8|199,NA,0|0|0|0|0|11|26|30|11,61|24|4|1|0,0,1
138,66589,navegador,2010,Area Movement,Colonial Theme|Country: Portugal|Rondel Series,Economic|Exploration|Nautical|Renaissance,6202,7.5875,7.31227,5996,2,5,90,60,90,0|0|53,11|60|31,24|66|16,90|22|2,NA,0|0|0|0|0|1|3|19|3,27|14|0|0|0,0,3
139,77130,sid-meiers-civilization-board-game,2010,Card Drafting|Deck / Pool Building|Grid Movement|Hand Management|Modular Board|Rock-Paper-Scissors|Simultaneous Action Selection|Trading|Variable Player Powers,4X games|Civilization,City Building|Civilization|Exploration|Negotiation|Video Game Theme,11515,7.50503,7.30589,15107,2,4,240,120,240,0|8|137,25|142|59,50|159|19,197|56|10,5|15|85,0|0|0|0|0|1|5|21|43,1|1|12|96|11,0,3
140,155873,power-grid-deluxe-europenorth-america,2014,Auction/Bidding|Route/Network Building,Country: Austria|Country: Canada|Country: Finland|Country: Germany|Country: Greece|Country: Ireland|Country: Italy|Country: Mexico|Country: Norway|Country: Poland|Country: Portugal|Country: Romania|Country: Russia|Country: Spain|Country: Sweden|Country: Turkey|Country: Ukraine|Country: United Kingdom|Country: USA|Power Grid,Economic|Industry / Manufacturing,2127,8.13352,7.30569,4087,2,6,120,120,120,0|1|17,2|17|7,5|19|2,17|8|0,NA,0|0|0|0|1|2|3|1|0,9|0|0|0|0,0,3
141,181279,fury-dracula-third-edition,2015,Partnerships|Point to Point Movement|Secret Unit Deployment|Variable Player Powers,Vampires,Adventure|Deduction|Fighting|Horror|Novel-based,4875,7.70953,7.30464,11391,2,5,180,120,180,0|0|60,10|41|29,46|32|3,2|55|14,NA,0|0|0|0|0|1|4|10|6,0|0|2|9|0,0,3
142,176494,isle-skye-chieftain-king,2015,Auction/Bidding|Set Collection|Tile Placement,Country: Scotland,Economic|Territory Building,8999,7.51721,7.30384,12315,2,5,50,30,50,0|0|84,15|89|32,74|58|2,85|50|2,NA,0|0|0|0|3|17|8|2|1,31|1|0|0|0,0,2
143,27708,1960-making-president,2007,Area Control / Area Influence|Campaign / Battle Card Driven|Hand Management,Country: USA|Political: Elections,Political,7004,7.56674,7.30311,7692,2,2,90,90,90,0|4|131,184|9|0,NA,NA,NA,0|0|0|0|0|1|4|24|32,0|0|1|72|15,0,3
